رقم_الطلب,تاريخ_التقديم,تاريخ_الإغلاق,الحي,نوع_الخدمة,التصنيف,قناة_التقديم,الحالة,مدة_المعالجة_أيام,تقييم_الرضا,موسم_ذروة
MKC-2025017,2023-01-30,2023-02-23,الشوقية,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,24.0,3.0,لا
MKC-2026350,2023-01-31,2023-02-01,الرصيفة,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,1.0,5.0,لا
MKC-2026281,2023-01-31,,الشرائع,ترخيص تجاري,طلب ترخيص,مكتب فرعي بالحي,قيد المعالجة,,,لا
MKC-2027142,2023-01-31,2023-02-22,الشوقية,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,22.0,5.0,لا
MKC-2025749,2023-01-31,2023-02-07,الحجون,شكوى صرف صحي,شكوى,تطبيق بلدي,مقبول ومنفذ,7.0,4.0,لا
MKC-2025500,2023-01-31,2023-02-03,العزيزية,شكوى باعة متجولين,شكوى,تطبيق بلدي,مغلق - تم الحل,3.0,4.0,لا
MKC-2025121,2023-01-31,2023-02-07,بطحاء قريش,شكوى مخالفة بناء,شكوى,حساب X (تويتر),مقبول ومنفذ,7.0,4.0,لا
MKC-2025151,2023-02-01,2023-02-07,العزيزية,شكوى مخالفة بناء,شكوى,حساب X (تويتر),محول لجهة أخرى,6.0,,لا
MKC-2027672,2023-02-01,2023-02-17,بطحاء قريش,ترخيص بناء,طلب ترخيص,مكتب خدمة العملاء,محول لجهة أخرى,16.0,,لا
MKC-2025918,2023-02-01,2023-02-04,الكعكية,طلب صيانة حديقة/ملعب,طلب صيانة,المركز الموحد 940,مقبول ومنفذ,3.0,3.0,لا
MKC-2024160,2023-02-01,2023-03-12,الششة,ترخيص بناء,طلب ترخيص,مكتب فرعي بالحي,مرفوض,39.0,,لا
MKC-2026453,2023-02-02,,العزيزية,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,قيد المعالجة,,,لا
MKC-2024659,2023-02-02,2023-02-14,الزاهر,ترخيص لافتات إعلانية,طلب ترخيص,مكتب فرعي بالحي,محول لجهة أخرى,12.0,,لا
MKC-2026933,2023-02-02,2023-02-28,العتيبية,ترخيص تجاري,طلب ترخيص,حساب X (تويتر),مغلق - تم الحل,26.0,3.0,لا
MKC-2023484,2023-02-02,2023-02-19,العزيزية,ترخيص بناء,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,17.0,3.0,لا
MKC-2024432,2023-02-02,2023-02-26,الكعكية,شكوى مخالفة بناء,شكوى,مكتب فرعي بالحي,مرفوض,24.0,,لا
MKC-2023722,2023-02-02,2023-02-20,الشرائع,شكوى مخالفة بناء,شكوى,مكتب فرعي بالحي,محول لجهة أخرى,18.0,,لا
MKC-2024381,2023-02-02,2023-02-05,الزاهر,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,3.0,5.0,لا
MKC-2025869,2023-02-03,2023-02-14,العتيبية,شكوى مركبات مهملة,شكوى,مكتب فرعي بالحي,مرفوض,11.0,,لا
MKC-2028750,2023-02-03,2023-02-19,الكعكية,ترخيص تجاري,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,16.0,4.0,لا
MKC-2025275,2023-02-03,2023-03-17,الشوقية,ترخيص بناء,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,42.0,2.0,لا
MKC-2026371,2023-02-03,2023-02-09,النوارية,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,5.0,لا
MKC-2023421,2023-02-03,2023-02-11,بطحاء قريش,تجديد رخصة تجارية,طلب ترخيص,حساب X (تويتر),مرفوض,8.0,,لا
MKC-2027745,2023-02-03,2023-02-26,الجميزة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,23.0,4.0,لا
MKC-2023632,2023-02-03,,النسيم,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,قيد المعالجة,,,لا
MKC-2028217,2023-02-04,2023-02-11,الشوقية,شكوى إشغال طريق,شكوى,حساب X (تويتر),محول لجهة أخرى,7.0,,لا
MKC-2028944,2023-02-04,2023-03-01,الجميزة,شكوى مخالفة بناء,شكوى,المركز الموحد 940,مرفوض,25.0,,لا
MKC-2026254,2023-02-04,2023-02-14,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مرفوض,10.0,,لا
MKC-2028775,2023-02-04,2023-02-12,الشرائع,شكوى صرف صحي,شكوى,المركز الموحد 940,محول لجهة أخرى,8.0,,لا
MKC-2023163,2023-02-04,2023-02-09,النوارية,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,5.0,5.0,لا
MKC-2027567,2023-02-04,2023-02-07,النوارية,شكوى إشغال طريق,شكوى,حساب X (تويتر),مغلق - تم الحل,3.0,5.0,لا
MKC-2024314,2023-02-05,2023-02-16,الجميزة,شكوى مركبات مهملة,شكوى,حساب X (تويتر),محول لجهة أخرى,11.0,,لا
MKC-2026690,2023-02-05,2023-03-04,النوارية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,قيد المعالجة,27.0,,لا
MKC-2026352,2023-02-05,2023-02-10,النوارية,شكوى مركبات مهملة,شكوى,تطبيق بلدي,محول لجهة أخرى,5.0,,لا
MKC-2024619,2023-02-05,2023-02-12,العزيزية,تجديد رخصة تجارية,طلب ترخيص,مكتب فرعي بالحي,مقبول ومنفذ,7.0,3.0,لا
MKC-2025228,2023-02-05,2023-02-17,الجميزة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,محول لجهة أخرى,12.0,,لا
MKC-2027643,2023-02-05,2023-02-14,المسفلة,شكوى إشغال طريق,شكوى,المركز الموحد 940,مرفوض,9.0,,لا
MKC-2026885,2023-02-05,2023-03-06,الهجرة,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,29.0,,لا
MKC-2025096,2023-02-05,2023-03-06,جرول,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مغلق - تم الحل,29.0,4.0,لا
MKC-2024018,2023-02-06,2023-02-09,أجياد,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,3.0,5.0,لا
MKC-2025813,2023-02-06,2023-02-22,العتيبية,شكوى مركبات مهملة,شكوى,تطبيق بلدي,محول لجهة أخرى,16.0,,لا
MKC-2028137,2023-02-06,2023-02-20,العزيزية,شكوى مركبات مهملة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,14.0,4.0,لا
MKC-2025295,2023-02-06,2023-02-09,الرصيفة,شكوى نظافة عامة,شكوى,حساب X (تويتر),مغلق - تم الحل,3.0,4.0,لا
MKC-2023434,2023-02-06,,العتيبية,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,قيد المعالجة,,,لا
MKC-2026442,2023-02-06,2023-03-04,العتيبية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,26.0,3.0,لا
MKC-2024363,2023-02-06,2023-02-12,الشوقية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,4.0,لا
MKC-2026837,2023-02-06,2023-02-13,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,7.0,4.0,لا
MKC-2026175,2023-02-06,2023-02-17,العزيزية,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,11.0,4.0,لا
MKC-2024385,2023-02-06,2023-02-08,الشرائع,شكوى نظافة عامة,شكوى,المركز الموحد 940,محول لجهة أخرى,2.0,,لا
MKC-2028316,2023-02-06,,بطحاء قريش,شكوى باعة متجولين,شكوى,تطبيق بلدي,قيد المعالجة,,,لا
MKC-2025117,2023-02-06,2023-02-10,النسيم,شكوى نظافة عامة,شكوى,المركز الموحد 940,مغلق - تم الحل,4.0,5.0,لا
MKC-2027473,2023-02-07,2023-02-12,الزاهر,شكوى نظافة عامة,شكوى,تطبيق بلدي,مقبول ومنفذ,5.0,4.0,لا
MKC-2025566,2023-02-07,2023-02-23,العزيزية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,16.0,,لا
MKC-2027440,2023-02-07,2023-02-28,الشوقية,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مرفوض,21.0,,لا
MKC-2023725,2023-02-07,2023-02-11,الزاهر,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,4.0,لا
MKC-2028399,2023-02-07,2023-02-12,الهجرة,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,5.0,3.0,لا
MKC-2023619,2023-02-07,2023-02-18,النسيم,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,11.0,3.0,لا
MKC-2028323,2023-02-07,2023-02-17,أجياد,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مغلق - تم الحل,10.0,4.0,لا
MKC-2025159,2023-02-08,2023-02-17,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,محول لجهة أخرى,9.0,,لا
MKC-2025045,2023-02-08,2023-02-10,النسيم,شكوى إنارة شوارع,شكوى,حساب X (تويتر),مغلق - تم الحل,2.0,4.0,لا
MKC-2028885,2023-02-08,2023-02-18,النسيم,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,10.0,4.0,لا
MKC-2024939,2023-02-08,2023-02-18,الجميزة,ترخيص بناء,طلب ترخيص,مكتب فرعي بالحي,محول لجهة أخرى,10.0,,لا
MKC-2027275,2023-02-08,2023-02-12,العزيزية,شكوى صرف صحي,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,لا
MKC-2023450,2023-02-08,2023-02-11,جرول,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,3.0,5.0,لا
MKC-2028341,2023-02-08,2023-03-04,العزيزية,طلب صيانة حديقة/ملعب,طلب صيانة,المركز الموحد 940,مرفوض,24.0,,لا
MKC-2028125,2023-02-08,2023-02-12,النوارية,شكوى إنارة شوارع,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,4.0,5.0,لا
MKC-2023124,2023-02-08,2023-02-10,بطحاء قريش,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,2.0,4.0,لا
MKC-2023280,2023-02-09,2023-02-15,الشرائع,شكوى نظافة عامة,شكوى,تطبيق بلدي,مقبول ومنفذ,6.0,4.0,لا
MKC-2026133,2023-02-09,,العتيبية,شكوى صرف صحي,شكوى,المركز الموحد 940,قيد المعالجة,,,لا
MKC-2028854,2023-02-09,2023-02-20,الحجون,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مغلق - تم الحل,11.0,3.0,لا
MKC-2026259,2023-02-09,2023-02-18,المسفلة,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,9.0,3.0,لا
MKC-2027013,2023-02-09,2023-02-21,الهجرة,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,12.0,3.0,لا
MKC-2028986,2023-02-09,2023-02-12,العزيزية,شكوى باعة متجولين,شكوى,تطبيق بلدي,مغلق - تم الحل,3.0,5.0,لا
MKC-2025297,2023-02-09,2023-02-13,النسيم,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,5.0,لا
MKC-2024260,2023-02-10,2023-03-01,الششة,شكوى مخالفة بناء,شكوى,تطبيق بلدي,محول لجهة أخرى,19.0,,لا
MKC-2023027,2023-02-10,2023-03-05,العتيبية,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مرفوض,23.0,,لا
MKC-2028004,2023-02-10,2023-02-12,جرول,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,قيد المعالجة,2.0,,لا
MKC-2023554,2023-02-10,,المسفلة,شكوى إشغال طريق,شكوى,المركز الموحد 940,قيد المعالجة,,,لا
MKC-2026594,2023-02-10,2023-02-23,بطحاء قريش,ترخيص لافتات إعلانية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,13.0,5.0,لا
MKC-2024389,2023-02-11,2023-02-12,النوارية,شكوى إشغال طريق,شكوى,تطبيق بلدي,محول لجهة أخرى,1.0,,لا
MKC-2028953,2023-02-11,2023-02-21,المسفلة,طلب صيانة حديقة/ملعب,طلب صيانة,المركز الموحد 940,محول لجهة أخرى,10.0,,لا
MKC-2025387,2023-02-11,2023-02-15,العتيبية,شكوى نظافة عامة,شكوى,حساب X (تويتر),مغلق - تم الحل,4.0,4.0,لا
MKC-2025839,2023-02-11,2023-02-14,الجميزة,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مغلق - تم الحل,3.0,4.0,لا
MKC-2023902,2023-02-11,2023-02-19,الهجرة,شكوى إنارة شوارع,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,8.0,5.0,لا
MKC-2025810,2023-02-11,2023-02-19,الجميزة,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,8.0,4.0,لا
MKC-2027458,2023-02-11,2023-02-22,الشوقية,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,مقبول ومنفذ,11.0,4.0,لا
MKC-2023175,2023-02-11,2023-02-28,العزيزية,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,17.0,5.0,لا
MKC-2027802,2023-02-12,2023-02-14,الرصيفة,شكوى نظافة عامة,شكوى,تطبيق بلدي,مقبول ومنفذ,2.0,3.0,لا
MKC-2028173,2023-02-12,2023-02-14,الزاهر,شكوى نظافة عامة,شكوى,حساب X (تويتر),محول لجهة أخرى,2.0,,لا
MKC-2027681,2023-02-12,2023-02-17,الزاهر,شكوى نظافة عامة,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,5.0,4.0,لا
MKC-2028032,2023-02-12,2023-02-21,العزيزية,شكوى صرف صحي,شكوى,المركز الموحد 940,محول لجهة أخرى,9.0,,لا
MKC-2028929,2023-02-12,2023-02-16,الكعكية,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب خدمة العملاء,مرفوض,4.0,,لا
MKC-2028971,2023-02-12,2023-02-15,العتيبية,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,3.0,3.0,لا
MKC-2024925,2023-02-12,2023-02-14,العزيزية,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,2.0,,لا
MKC-2025010,2023-02-13,2023-02-21,العزيزية,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,8.0,4.0,لا
MKC-2028610,2023-02-13,2023-02-28,الهجرة,ترخيص تجاري,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,15.0,5.0,لا
MKC-2026305,2023-02-13,2023-03-05,الجميزة,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,20.0,3.0,لا
MKC-2026095,2023-02-13,2023-02-20,الجميزة,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,7.0,3.0,لا
MKC-2025384,2023-02-13,2023-02-20,المسفلة,ترخيص لافتات إعلانية,طلب ترخيص,مكتب خدمة العملاء,مرفوض,7.0,,لا
MKC-2026697,2023-02-13,2023-02-16,الجميزة,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,3.0,4.0,لا
MKC-2023762,2023-02-13,2023-02-24,الهجرة,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مغلق - تم الحل,11.0,4.0,لا
MKC-2023758,2023-02-14,2023-02-22,الشوقية,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,8.0,4.0,لا
MKC-2025446,2023-02-14,2023-02-19,العتيبية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,5.0,4.0,لا
MKC-2028638,2023-02-14,2023-03-06,العزيزية,شكوى مركبات مهملة,شكوى,مكتب فرعي بالحي,محول لجهة أخرى,20.0,,لا
MKC-2026530,2023-02-14,2023-02-17,العتيبية,شكوى إشغال طريق,شكوى,تطبيق بلدي,مقبول ومنفذ,3.0,4.0,لا
MKC-2027540,2023-02-14,2023-03-13,المسفلة,ترخيص تجاري,طلب ترخيص,مكتب فرعي بالحي,مرفوض,27.0,,لا
MKC-2025773,2023-02-14,2023-03-10,جرول,شكوى مخالفة بناء,شكوى,المركز الموحد 940,مرفوض,24.0,,لا
MKC-2023634,2023-02-14,2023-02-22,الزاهر,شكوى إشغال طريق,شكوى,المركز الموحد 940,مرفوض,8.0,,لا
MKC-2023642,2023-02-14,,العتيبية,شكوى إنارة شوارع,شكوى,تطبيق بلدي,قيد المعالجة,,,لا
MKC-2028175,2023-02-14,2023-02-25,الكعكية,شكوى صرف صحي,شكوى,المركز الموحد 940,مغلق - تم الحل,11.0,3.0,لا
MKC-2024441,2023-02-14,2023-02-23,الشرائع,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,9.0,5.0,لا
MKC-2023987,2023-02-15,2023-02-19,جرول,شكوى باعة متجولين,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,4.0,لا
MKC-2027737,2023-02-15,2023-02-22,الهجرة,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مغلق - تم الحل,7.0,2.0,لا
MKC-2024205,2023-02-15,2023-02-19,الشوقية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مرفوض,4.0,,لا
MKC-2028265,2023-02-15,2023-02-16,الشوقية,شكوى باعة متجولين,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,1.0,4.0,لا
MKC-2023286,2023-02-15,2023-02-22,الشرائع,شكوى صرف صحي,شكوى,حساب X (تويتر),مغلق - تم الحل,7.0,3.0,لا
MKC-2025475,2023-02-16,2023-02-18,بطحاء قريش,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,2.0,4.0,لا
MKC-2023820,2023-02-16,2023-02-28,جرول,شكوى صرف صحي,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,12.0,4.0,لا
MKC-2024485,2023-02-16,2023-02-27,النسيم,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,11.0,4.0,لا
MKC-2024731,2023-02-16,2023-02-20,الشوقية,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,لا
